16.799210,-0.346606,1.080121,1.707824,-0.090663,0.111293
4842,0,0,0,113,0,0,0,0
4812,0,0,1,114,0,0,0,0
4849,0,0,2,113,0,0,0,0
4885,0,0,3,114,0,0,0,0
4851,0,0,4,113,0,0,0,0
4797,0,0,5,114,0,0,0,0
4835,0,0,6,113,0,0,0,0
4879,0,0,7,114,0,0,0,0
4853,0,1,8,109,0,0,0,0
4813,0,1,1,108,0,0,0,0
4769,0,1,1,109,0,0,0,0
4882,0,1,2,109,0,0,0,0
4754,0,1,3,108,0,0,0,0
4863,0,1,3,109,0,0,0,0
4807,0,1,4,109,0,0,0,0
4880,0,1,5,108,0,0,0,0
4873,0,1,5,109,0,0,0,0
4467,0,2,0,136,0,0,0,0
4748,0,2,1,136,0,0,0,0
4753,0,2,2,136,0,0,0,0
4875,0,2,3,135,0,0,0,0
4885,0,2,3,136,0,0,0,0
4632,0,2,4,136,0,0,0,0
4648,0,2,5,135,0,0,0,0
4738,0,3,0,163,0,0,0,0
4887,0,3,1,162,0,0,0,0
4842,0,3,2,163,0,0,0,0
4525,0,3,3,162,0,0,0,0
4690,0,3,4,163,0,0,0,0
4819,0,3,5,162,0,0,0,0
4847,0,4,0,181,0,0,0,0
4860,0,4,1,180,0,0,0,0
4753,0,4,2,181,0,0,0,0
4732,0,4,3,180,0,0,0,0
4867,0,4,4,181,0,0,0,0
4876,0,4,5,180,0,0,0,0
4684,0,5,0,198,0,0,0,0
4575,0,5,1,197,0,0,0,0
4619,0,5,2,198,0,0,0,0
4883,0,5,3,197,0,0,0,0
4619,0,5,4,197,0,0,0,0
4493,0,5,5,197,0,0,0,0
4664,0,6,0,225,0,0,0,0
4860,0,6,1,225,0,0,0,0
4822,0,6,2,225,0,0,0,0
4720,0,6,3,225,0,0,0,0
4761,0,6,4,225,0,0,0,0
4846,0,6,5,225,0,0,0,0
4834,0,7,0,254,0,0,0,0
4731,0,7,1,253,0,0,0,0
4730,0,7,2,254,0,0,0,0
4809,0,7,3,253,0,0,0,0
4841,0,7,4,254,0,0,0,0
4753,0,7,5,253,0,0,0,0
4854,0,8,1,269,0,0,0,0
4818,0,8,2,269,0,0,0,0
4720,0,8,3,269,0,0,0,0
4777,0,8,4,269,0,0,0,0
4813,0,8,5,269,0,0,0,0
